0,0.000055
0,0.000047
0,0.000048
0,0.000047
0,0.000043
0,0.000049
0,0.000043
0,0.000044
0,0.000048
0,0.000049
0,0.000044
0,0.000040
0,0.000045
0,0.000041
0,0.000042
0,0.000041
0,0.000041
0,0.000045
0,0.000039
0,0.000044
1,0.000098
1,0.000075
1,0.000099
1,0.000042
1,0.000066
1,0.000103
1,0.000053
1,0.000133
1,0.000180
1,0.000064
1,0.000096
1,0.000055
1,0.000148
1,0.000058
1,0.000082
1,0.000088
1,0.000074
1,0.000131
1,0.000139
1,0.000082
2,0.002904
2,0.000368
2,0.000445
2,0.001188
2,0.000214
2,0.000492
2,0.001495
2,0.000425
2,0.000857
2,0.002436
2,0.000352
2,0.001579
2,0.000208
2,0.001686
2,0.000196
2,0.002081
2,0.000869
2,0.002904
2,0.000405
2,0.000488
3,0.037786
3,0.003515
3,0.000102
3,0.040105
3,0.001952
3,0.009124
3,0.013107
3,0.010240
3,0.003891
3,0.004144
3,0.015411
3,0.000696
3,0.010121
3,0.017841
3,0.011276
3,0.000700
3,0.013131
3,0.009257
3,0.017260
3,0.011249
4,0.211450
4,0.084616
4,0.349869
4,0.179353
4,0.102757
4,0.005750
4,0.124947
4,0.215862
4,0.351511
4,0.093559
4,0.108245
4,0.269509
4,1.235635
4,0.698657
4,0.723674
4,0.168448
4,0.233717
4,0.666341
4,0.128680
4,0.110205
5,2.529397
5,4.214573
5,15.941740
5,0.138485
5,7.816421
5,2.979628
5,2.827206
5,15.712854
5,0.476575
5,3.880897
5,2.208526
5,6.083209
5,3.199856
5,2.727440
5,1.805084
5,0.719947
5,4.499067
5,3.081205
5,0.409038
5,0.975377
